Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
473.64916478486316,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,473.64916478486316,500.0,357.84838376116045,322.15161623883876
481.2127045228683,500.0,500.0,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.68237704310644,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,403.6823770431065,353.6823770431065,395.51684193319096,346.3176229568935,403.6823770431065,403.6823770431065
474.1334911766491,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,459.98008917584457,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,340.01991082415566,359.98008917584434,340.01991082415566,359.9800891758443,340.01991082415566
472.3614006855495,500.0,500.0,500.0,500.0,500.0,500.0,452.5438507888191,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,352.5438507888189
476.4930201793624,500.0,471.62166909105827,500.0,500.0,421.62166909105895,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,371.62166909105804,371.62166909105804,328.37833090894196,328.37833090894196,371.62166909105804,371.62166909105844,328.3783309089421,371.62166909105804,328.37833090894196
475.6499218207407,500.0,467.2028898599144,467.2028898599144,500.0,467.2028898599144,500.0,500.0,500.0,500.0,500.0,467.2028898599144,467.2028898599144,500.0,500.0,500.0,500.0,500.0,500.0,500.0,367.2028898599142,367.20288985991425,332.7971101400858,367.2028898599146,332.79711014008615,367.2028898599146
477.87209562265383,500.0,500.0,500.0,500.0,479.57542317793536,479.57542317793536,500.0,500.0,500.0,500.0,479.57542317793536,479.57542317793536,500.0,500.0,379.57542317793514,379.57542317793514,379.57542317793514,379.57542317793514,379.57542317793514,379.57542317793514,370.42457682206486,379.5754231779353,379.57542317793514,379.5754231779352,379.57542317793514
476.27316562664583,500.0,470.43911753220095,500.0,470.43911753220095,470.43911753220095,470.43911753220095,470.43911753220095,500.0,500.0,500.0,470.43911753220095,500.0,470.43911753220095,500.0,500.0,500.0,500.0,370.4391175322007,370.4391175322011,370.4391175322007,370.4391175322008,329.5608824677993,370.43911753220084,370.4391175322007,370.4391175322007
479.9599381656365,500.0,500.0,500.0,500.0,493.7001368955547,493.7001368955547,493.7001368955547,493.7001368955547,493.7001368955547,500.0,500.0,500.0,393.70013689555446,393.70013689555446,393.70013689555446,393.70013689555446,393.7001368955544,393.70013689555446,391.2241750806576,391.2241750806575,393.7001368955545,393.70013689555446,393.70013689555446,356.2998631044456,393.70013689555446
474.3583764364846,500.0,500.0,500.0,460.9972717432996,500.0,460.9972717432996,500.0,500.0,500.0,460.9972717432996,460.9972717432996,500.0,460.9972717432996,500.0,500.0,500.0,500.0,500.0,493.5213099284025,493.52130992840245,460.9972717432994,500.0,360.9972717432994,339.0027282567006,360.9972717432994
482.65065246652136,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,416.91716557124437,416.91716557124437,416.91716557124437,209.08010617205503,416.91716557124437,351.91716557124437,359.080106172055,359.08010617205514,365.5587962436525,365.5587962436526,416.9171655712444,366.91716557124437,416.91716557124437,416.91716557124437,416.91716557124437
478.4702269214257,500.0,500.0,500.0,500.0,500.0,500.0,500.0,483.341923811779,500.0,483.341923811779,500.0,500.0,500.0,383.34192381177877,234.50759266929003,246.65807618822123,383.3419238117789,366.65807618822123,383.34192381177877,383.34192381177877,290.0812256178944,383.34192381177877,383.3419238117788,383.34192381177877,383.34192381177877
477.2899190743401,500.0,476.0999255713939,500.0,500.0,476.0999255713939,500.0,500.0,476.0999255713939,476.0999255713939,500.0,500.0,500.0,500.0,500.0,500.0,376.0999255713936,376.09992557139367,376.09992557139367,376.09992557139367,376.09992557139367,376.0999255713937,326.09992557139367,376.09992557139367,376.09992557139367,323.90007442860633
482.04360629098915,500.0,500.0,500.0,500.0,500.0,500.0,500.0,273.9285908620647,411.0714091379351,411.0714091379351,411.0714091379351,411.0714091379351,411.0714091379351,411.0714091379352,411.0714091379351,411.0714091379351,411.07140913793506,411.0714091379351,411.0714091379351,411.0714091379351,411.0714091379351,411.07140913793523,411.0714091379351,411.0714091379352,411.0714091379351
